BFS
226 244 109
26 131 73
40 229 6
2833066
0 83 14 1
0 125 22 11 18
0 125 23 17
0 125 24 3 16
0 125 25 11 15
0 125 26 5 16
0 125 27 5 6
0 125 28 1 6
0 125 29 5
0 125 30 6 16
0 125 31 16 18
0 125 32 11 18
0 125 33 5 17
0 125 34 5 6
0 125 35 6 11
0 125 36 11 16
0 125 37 4 7
0 125 38 3 7
0 125 39 8 11
0 125 40 8 18
0 125 41 16 18
0 125 42 7 16
0 125 43 5 8
0 125 44 6 16
0 125 45 1
0 125 46 5 16
0 125 47 3 6
0 125 48 3 16
0 125 49 15 16
0 125 50 4 12
0 125 51 5 18
0 125 52 4 6
0 125 53 3 4 8
0 125 54 8 15
0 125 55 12 17
0 125 56 1 12
0 125 57 16 17
0 125 58 12 16
0 125 59 4 11
0 125 60 1 17
0 125 62 5 11
0 125 63 6 18
0 125 64 5 8
0 125 65 6 7
0 125 66 4 18
0 125 67 3 12
0 125 68 5 11
0 125 69 4 6
0 125 71 7 16
0 125 72 12 17
0 125 74 4 5
0 125 75 6 17
0 125 76 1 18
0 125 81 1 17
0 125 83 7 11
0 125 85 17 18
0 126 0 5 8 15
0 126 1 6 18
0 126 2 3 8
0 126 3 3
0 126 4 11 12
0 126 5 4 5
0 126 6 6 16
0 126 7 17
0 126 8 3 8
0 126 9 18
0 126 10 1 18
0 126 11 4 17
0 126 12 5 16
0 126 13 6 15
0 126 14 15 18
0 126 15 4 8
0 126 16 17
0 126 17 4 5
0 126 18 1 6
0 126 19 1 3 16 18
0 126 20 1 17
0 126 21 7 18
0 126 22 5
0 126 23 6 17
0 126 24 4 11
0 126 25 16 17
0 126 26 3 18
0 126 27 15
0 126 28 8 12
0 126 29 1 17
0 126 30 11 17
0 126 31 3 15
0 126 32 15
0 126 33 5 12
0 126 34 3 6
0 126 35 3 8 12 16 17
0 126 36 5 7
0 126 37 3 6
0 126 38 4 8
0 126 39 7 11
0 126 40 15 17
0 126 41 15 17
0 126 42 1 7
0 126 43 3 17
0 126 44 12 16
0 126 45 16 17
0 126 46 1 8
0 126 47 4 17
0 126 48 4 17
0 126 49 12 15
0 126 50 5 18
0 126 51 6 8
0 126 52 8 16
0 126 53 4 5 16
0 126 54 6
0 126 55 15 18
0 126 56 3 17
0 126 57 12 17
0 126 58 5 11
0 126 59 6 16
0 126 60 5 16
0 126 61 1 6
0 126 62 1 16
0 126 63 11 16
0 126 64 15 16
0 126 65 1 5
0 126 66 1 6
0 126 67 4 16
0 126 68 3 15
0 126 69 3 12
0 126 70 3 17
0 126 71 3 7
0 126 75 11 15
0 126 77 15 16
0 126 78 1 5
0 126 79 6 8
0 126 81 15 16
0 126 82 11
0 126 83 12 16
0 127 0 1 8
0 127 1 1 16 18
0 127 2 1 4
0 127 3 4 15
0 127 4 7 8
0 127 5 3 17
0 127 6 5 8
0 127 7 6 12
0 127 8 4 16
0 127 9 5 8
0 127 10 6 16
0 127 11 3 11 17
0 127 12 11 15
0 127 13 3 16
0 127 14 18
0 127 15 11 18
0 127 16 3 11 12
0 127 17 16
0 127 18 12 17
0 127 19 4 16
0 127 20 1 16
0 127 21 3 5
0 127 22 3 6
0 127 23 12 15
0 127 24 12 17
0 127 25 12 15
0 127 26 4 16
0 127 27 1 12
0 127 28 1 18
0 127 29 15 16
0 127 30 11 16
0 127 31 1 4
0 127 32 1 18
0 127 33 11 18
0 127 34 4 17
0 127 35 3 4
0 127 36 7 8
0 127 37 4 7
0 127 38 3 5
0 127 39 6 8
0 127 40 3 5
0 127 41 6 18
0 127 42 3 18
0 127 43 4 17
0 127 44 3 17
0 127 45 1 16
0 127 47 3 16
0 127 48 3 7
0 127 49 5 12
0 127 50 6 18
0 127 51 7 17
0 127 52 8 11 12 15 17
0 127 53 11 16
0 127 54 3 8
0 127 55 3 12
0 127 56 4 18
0 127 57 8 12
0 127 58 5 17
0 127 59 6 17
0 127 60 7 11
0 127 61 17
0 127 62 15 17
0 127 63 1 17
0 127 64 1 15
0 127 65 5 18
0 127 66 6 17
0 127 67 7 15
0 127 68 4 15
0 127 69 4 18
0 127 70 3 4
0 127 71 3 4
0 127 76 17 18
0 127 77 12
0 127 78 15 18
0 127 79 8 16
0 127 80 3 17
0 127 81 5 15
0 127 82 6 12 15 17 18
0 127 83 5 12
0 127 84 6 7
0 128 0 3 15 17
0 128 1 1 5
0 128 2 3 6 15 16
0 128 3 11 12
0 128 4 15 18
0 128 5 4 16
0 128 6 7 12
0 128 7 8 17
0 128 8 1 15
0 128 9 5 17
0 128 10 1 6
0 128 11 4 7
0 128 12 1 17
0 128 13 4 18
0 128 14 3 16
0 128 15 1 7
0 128 16 4 17
0 128 17 3 16
0 128 18 7 17
0 128 19 15 17
0 128 20 1 8
0 128 21 4 8
0 128 22 4 11
0 128 23 3 16
0 128 24 11 18
0 128 25 16 17
0 128 26 1 18
0 128 27 11 16
0 128 28 15 17
0 128 29 16 17
0 128 30 5 18
0 128 31 6 12
0 128 32 15
0 128 33 11 16
0 128 34 3
0 128 35 1 4
0 128 36 8 16
0 128 37 3 15
0 128 38 4 8
0 128 40 4 12
0 128 41 5 16
0 128 42 4 6
0 128 43 5 16
0 128 44 1 4 6 7 11 15 17
0 128 45 11 16
0 128 46 16 17
0 128 47 4 16
0 128 48 4 11
0 128 49 8 15
0 128 50 5 16
0 128 51 3 6 8 12
0 128 52 8 17
0 128 53 18
0 128 54 4 7
0 128 55 4 12
0 128 58 1 8
0 128 60 3 8
0 128 61 5 11
0 128 62 6 11
0 128 63 16 18
0 128 64 7 11
0 128 65 11 18
0 128 66 15
0 128 67 3 5 8 12 15 16
0 128 68 6 18
0 128 69 12 18
0 128 70 4 7
0 128 71 4 12
0 128 75 11 15
0 128 77 7 12
0 128 78 15 17
0 128 79 1 18
0 128 80 4 8
0 128 81 5 16
0 128 82 3 6 15 16 18
0 128 83 1 18
0 129 0 4
0 129 1 17 18
0 129 2 4
0 129 3 18
0 129 4 1 17
0 129 5 5 18
0 129 6 6 15
0 129 7 7 8
0 129 8 3 11
0 129 9 7 18
0 129 10 15
0 129 11 3 12
0 129 12 8 11
0 129 13 8 17
0 129 14 4 7
0 129 15 8 11
0 129 16 1 17
0 129 17 4 11
0 129 18 11 16
0 129 19 12 15
0 129 20 18
0 129 21 3 5 15
0 129 22 6 17
0 129 23 4 5
0 129 24 1 3 6 17
0 129 25 8 15
0 129 26 11 17
0 129 27 1 7
0 129 28 17
0 129 29 15 18
0 129 30 5 15
0 129 31 6 15
0 129 32 12 17
0 129 33 15 18
0 129 34 4 16
0 129 35 17
0 129 36 7 15
0 129 37 4 16
0 129 38 1 18
0 129 39 7 11
0 129 40 3 5 8 12 16 17
0 129 41 5 6
0 129 42 6 17
0 129 43 3 12
0 129 44 3 17
0 129 45 17 18
0 129 46 5 17
0 129 47 6
0 129 48 16
0 129 49 7 17
0 129 50 7 18
0 129 51 4 16
0 129 52 3 12
0 129 53 1
0 129 54 7 8
0 129 58 3 5
0 129 59 3 6
0 129 60 1 4
0 129 61 3
0 129 62 12 17
0 129 63 5 15
0 129 64 6 7
0 129 65 7 11
0 129 66 11 17
0 129 67 4 18
0 129 68 3 18
0 129 69 8 15
0 129 70 11 16
0 129 71 3 16
0 129 76 16 18
0 129 77 1 11
0 129 78 1 7
0 129 79 16 18
0 129 80 12 17
0 129 81 7 17
0 129 82 4 12
0 129 83 3 18
0 129 84 3 7
0 129 87 3 11
0 129 91 3 12
0 130 0 3 15
0 130 1 7 12
0 130 2 11 15
0 130 3 5 11
0 130 4 6 7
0 130 5 1 11
0 130 6 8 15
0 130 7 11 18
0 130 8 4 15
0 130 9 12 15
0 130 10 7
0 130 11 4 18
0 130 12 5 16
0 130 13 6 16
0 130 14 12 15
0 130 15 5 7
0 130 16 6 11
0 130 17 16 17
0 130 18 12 15
0 130 19 5 16
0 130 20 3 6 11 18
0 130 21 4 11
0 130 22 8 18
0 130 23 1 16
0 130 24 4 12 16
0 130 25 3 8
0 130 26 12 18
0 130 27 11 12
0 130 28 1 5 12
0 130 29 5 6
0 130 30 6 18
0 130 31 12 15 16 18
0 130 32 7 18
0 130 33 16 17
0 130 34 5 18
0 130 35 3 6
0 130 36 17
0 130 37 1 18
0 130 38 8 16
0 130 39 7 17
0 130 40 4 11
0 130 41 3
0 130 42 15 16
0 130 43 3 4 7 12 16
0 130 44 4 15
0 130 45 12 16
0 130 46 3 7
0 130 47 5 17
0 130 48 6 11 16
0 130 49 1
0 130 50 7 17
0 130 51 1 3
0 130 52 1 4
0 130 53 5 15
0 130 54 6 8
0 130 55 1 16
0 130 56 11 16
0 130 57 3 5
0 130 58 4 6
0 130 59 4 15
0 130 60 3 7
0 130 61 4 8
0 130 62 7 16
0 130 63 3 8
0 130 64 12 18
0 130 66 8 11
0 130 67 3 16
0 130 68 4 15
0 130 69 17
0 130 70 17 18
0 130 71 4 8
0 130 74 5 16
0 130 75 6 17
0 130 76 11 16
0 130 77 15 16
0 130 78 15 17
0 130 79 1
0 130 80 5 12
0 130 81 6 8
0 130 82 5 15
0 130 83 4 6
0 130 84 3 4
0 130 87 4 16
0 130 88 3
0 130 90 3 16
0 130 91 4 16
0 131 0 3 4
0 131 1 8 18
0 131 2 7 15
0 131 3 16 18
0 131 4 3 15
0 131 5 16
0 131 6 5 8
0 131 7 6 18
0 131 8 1 5 11
0 131 9 6 18
0 131 10 16 18
0 131 11 16 17
0 131 12 16 17
0 131 13 7 16
0 131 14 1 3
0 131 15 7 18
0 131 16 5 17
0 131 17 6 16
0 131 18 11 17
0 131 19 15 18
0 131 20 4 16
0 131 21 3 15
0 131 22 3 17
0 131 23 5 17
0 131 24 6 8
0 131 25 4
0 131 26 1 8
0 131 27 1 16
0 131 28 3 16
0 131 29 11 16
0 131 30 5 17
0 131 31 6 16
0 131 32 17 18
0 131 33 3 12
0 131 34 5 15
0 131 35 4 6
0 131 36 12 16
0 131 37 15 16 17
0 131 38 8 15
0 131 39 16
0 131 40 5
0 131 41 4 6 15 17
0 131 42 12 17
0 131 43 4 18
0 131 44 16 17
0 131 45 18
0 131 46 4 8
0 131 47 17
0 131 48 1 3
0 131 49 5 15
0 131 50 6 12
0 131 51 4 15
0 131 52 12 15
0 131 53 1
0 131 54 17 18
0 131 55 7 17
0 131 57 4 7
0 131 59 16
0 131 60 4 18
0 131 61 1 17
0 131 62 1 11
0 131 63 4 5
0 131 64 5 6
0 131 65 5 6
0 131 66 6 17
0 131 67 4 5
0 131 68 6
0 131 69 3 18
0 131 70 5 16
0 131 71 6 8
0 131 72 8 15
0 131 73 17
0 131 75 16 17
0 131 76 7 17
0 131 77 3 11
0 131 78 5 18
0 131 79 6 18
0 131 80 12 15
0 131 82 3 11
0 131 83 12 18
0 131 84 4 16
0 131 86 16 17
0 131 87 11 16
0 131 88 1 4
0 131 89 7 17
0 131 90 4 17
0 132 0 4
0 132 1 15 16
0 132 2 7 17
0 132 3 16 18
0 132 4 4 17
0 132 5 11 18
0 132 6 5 7
0 132 7 6 15
0 132 8 1 15
0 132 9 15 17
0 132 10 7 17
0 132 11 12 17
0 132 12 16 17
0 132 13 11 12
0 132 14 4 16
0 132 16 7 17
0 132 18 15 16
0 132 19 3 17
0 132 20 12 18
0 132 21 3 4
0 132 22 4 18
0 132 23 3 8
0 132 24 1 5
0 132 25 5 6
0 132 26 6 17
0 132 27 15 17
0 132 28 4 17
0 132 29 1
0 132 30 8 17
0 132 32 12 15
0 132 33 4 15
0 132 34 1
0 132 35 17 18
0 132 36 8 17
0 132 37 11 12
0 132 38 17 18
0 132 39 12 18
0 132 40 5 12
0 132 41 6 15
0 132 42 15 18
0 132 43 12 17
0 132 44 1 15
0 132 45 11 15
0 132 46 8 12
0 132 47 1 5
0 132 48 4 6
0 132 49 7 12
0 132 50 1 18
0 132 51 11 12
0 132 52 15 18
0 132 53 11 18
0 132 54 8 16
0 132 55 7 8
0 132 57 5 11
0 132 58 6 17
0 132 59 3 11
0 132 60 8 15
0 132 61 11 16
0 132 63 7 15
0 132 64 1 11
0 132 65 7 16
0 132 66 5 16
0 132 67 6 7
0 132 68 8 15
0 132 69 4 17
0 132 70 5 12
0 132 71 3 6 15
0 132 72 1 11
0 132 73 7 18
0 132 74 3 17
0 132 77 4 15
0 132 78 3 5
0 132 79 6 11
0 132 81 16 18
0 132 82 4 7
0 132 83 7 17
0 132 85 11 17
0 132 86 16 17
0 132 88 3 11
0 132 89 7
0 132 90 7 11
0 133 0 3 17
0 133 1 12 15
0 133 2 17 18
0 133 3 8 11
0 133 4 5 11
0 133 5 6 16
0 133 6 11 16
0 133 7 15
0 133 8 15 18
0 133 9 8 18
0 133 10 12 18
0 133 11 16 17
0 133 12 11 15
0 133 13 5 17
0 133 14 6 15
0 133 15 1 12
0 133 16 3 15
0 133 17 7 17
0 133 18 12 16
0 133 19 4 18
0 133 20 15 16
0 133 21 4 8
0 133 22 12 16
0 133 23 4 12
0 133 24 3 5
0 133 25 3 6
0 133 26 3 8
0 133 27 7 16
0 133 28 16 18
0 133 29 5 7
0 133 30 3 6
0 133 31 1 7
0 133 32 11
0 133 33 8 18
0 133 34 18
0 133 35 5 16
0 133 36 1 6
0 133 40 7 8
0 133 41 11 12
0 133 42 8 18
0 133 43 5 8 18
0 133 44 6 15
0 133 45 15 18
0 133 46 18
0 133 47 1 15
0 133 51 7 12
0 133 53 17 18
0 133 58 5 15
0 133 59 4 6
0 133 60 12 17
0 133 61 12 18
0 133 63 7
0 133 64 17 18
0 133 65 17
0 133 66 7 15
0 133 67 7 15
0 133 68 5 7
0 133 69 6 18
0 133 70 8 11
0 133 71 4 16
0 133 72 5 18
0 133 73 6
0 133 74 4 16
0 133 76 3 7
0 133 77 8 11
0 133 78 4 18
0 133 79 3 5
0 133 80 6 17
0 133 82 7 8
0 133 83 5 15
0 133 84 6 11
0 133 85 1 17
0 133 87 3 15
0 133 88 4 7
0 133 89 7 11
0 133 91 8 15
0 134 0 3 4
0 134 1 3 8
0 134 2 11 18
0 134 3 12 15
0 134 4 5 17
0 134 5 6 17
0 134 6 11 15
0 134 7 1 11
0 134 8 3 5 18
0 134 9 6 18
0 134 10 17
0 134 11 5 8
0 134 12 6 12
0 134 13 15 18
0 134 14 8 11
0 134 15 3 18
0 134 16 4 15
0 134 17 17 18
0 134 18 5
0 134 19 6 12 15 17
0 134 20 8 15
0 134 21 17 18
0 134 22 1 11
0 134 23 7 15
0 134 24 4 8
0 134 25 4 12
0 134 26 4 17
0 134 27 8 11 17
0 134 28 15 16
0 134 29 7 8
0 134 30 4 7
0 134 31 12 16
0 134 32 7 16
0 134 33 12 16
0 134 34 5 17
0 134 35 6 15
0 134 36 5 12
0 134 37 3 6
0 134 38 5 15
0 134 39 6 12
0 134 40 7 12
0 134 41 8 15
0 134 42 12 16
0 134 43 1 3
0 134 44 3
0 134 45 15 18
0 134 46 7 18
0 134 47 3 11
0 134 48 1 18
0 134 52 5 12
0 134 53 3 6
0 134 59 7 18
0 134 60 12
0 134 61 8 11
0 134 62 11 16
0 134 63 15 16
0 134 64 5 16
0 134 65 6 8
0 134 66 15 16
0 134 67 16 18
0 134 68 16 18
0 134 69 7 16
0 134 70 3 17
0 134 71 3 11
0 134 72 8
0 134 73 5 17
0 134 74 6 15
0 134 76 4 5
0 134 77 6 7
0 134 78 5 15
0 134 79 4 6
0 134 82 8 15
0 134 84 1 18
0 134 86 15 16
0 134 87 4 11
0 134 88 7 18
0 134 89 8 16
0 134 92 5 18
0 134 93 6
0 134 94 3 7
0 134 95 11 12
0 135 0 3 4
0 135 1 4 5
0 135 2 6
0 135 3 12 15
0 135 4 3 18
0 135 5 3 15
0 135 6 3 8
0 135 7 7 18
0 135 8 4 11
0 135 9 5 15
0 135 10 1 6
0 135 11 5 11
0 135 12 6 12
0 135 13 7 16
0 135 14 15 18
0 135 15 4 15
0 135 17 5 18
0 135 18 6 7
0 135 19 7 15
0 135 20 18
0 135 21 11 18
0 135 22 5 16
0 135 23 6 15
0 135 24 8 18
0 135 25 8 15
0 135 26 5
0 135 27 6 12 17
0 135 28 3 15
0 135 29 8 18
0 135 30 7 17
0 135 31 3 17
0 135 32 11 17
0 135 33 1 5
0 135 34 6 16
0 135 35 7 12
0 135 36 12 18
0 135 37 3 4
0 135 39 15 18
0 135 40 5 11
0 135 41 6 17
0 135 42 3 11 12 16 18
0 135 43 1 4
0 135 44 4 16
0 135 45 1 5
0 135 46 6 18
0 135 47 4 15
0 135 49 7 12
0 135 50 3 8
0 135 51 3 7
0 135 52 11 16
0 135 53 1 4
0 135 57 1 16
0 135 58 3 11
0 135 61 11 17
0 135 62 3 17
0 135 63 1 17
0 135 64 3 18
0 135 65 1 17
0 135 66 1 17
0 135 67 17 18
0 135 68 16 17
0 135 69 15 16
0 135 70 1 4
0 135 71 4 12
0 135 73 5 15
0 135 74 6 15
0 135 75 1 18
0 135 77 3 11
0 135 78 7 11
0 135 79 16 18
0 135 80 3
0 135 83 11 18
0 135 85 8 17
0 135 86 1 15
0 135 87 7 18
0 135 88 3 17
0 135 94 4 12
0 136 0 4 5
0 136 1 5 6
0 136 2 6 11
0 136 3 7 8
0 136 4 4 18
0 136 5 4
0 136 6 4 18
0 136 7 12 16
0 136 8 5 7
0 136 9 6 16
0 136 10 12 18
0 136 12 7 17
0 136 13 3 16
0 136 14 3 12
0 136 15 16 18
0 136 16 11 18
0 136 17 5 7
0 136 18 6 16
0 136 19 7 12
0 136 20 3 18
0 136 21 7 17
0 136 22 5 16
0 136 23 6 16
0 136 24 11 18
0 136 25 11 15
0 136 26 16 18
0 136 27 7 8
0 136 28 4 15
0 136 29 5 18
0 136 30 3 6
0 136 31 4 15
0 136 32 3
0 136 33 1 17
0 136 34 5 16
0 136 35 6 7
0 136 36 8 12
0 136 37 4 16
0 136 38 7 16
0 136 40 15 18
0 136 41 1 17
0 136 42 4
0 136 43 8 17
0 136 44 8 16
0 136 45 1 3
0 136 46 3 7
0 136 47 1 11
0 136 48 8 18
0 136 49 12 15
0 136 50 4
0 136 51 3 4 12 17
0 136 52 3 5
0 136 53 6 12
0 136 54 7 15
0 136 56 7 17
0 136 58 4 12
0 136 62 4 12
0 136 63 3
0 136 64 4 11
0 136 65 5 11
0 136 66 6 16
0 136 67 12 17
0 136 68 8 17
0 136 69 1 15
0 136 70 1 18
0 136 71 3 11
0 136 74 16 18
0 136 75 7 18
0 136 77 4 15
0 136 78 1 17
0 136 80 4 5
0 136 81 3 6
0 136 84 8 16
0 136 85 7 15
0 136 87 3 18
0 136 88 4 12
0 136 89 8 15
0 136 90 12 15
0 136 93 12 16
0 136 94 12 15
0 136 95 5 16
0 136 96 6 16
0 137 0 3 8
0 137 1 11
0 137 2 8 15
0 137 3 8 11
0 137 4 3 7
0 137 5 12
0 137 6 16 17
0 137 7 3 16
0 137 8 15 17
0 137 9 5 7
0 137 10 6 8
0 137 11 3 8
0 137 12 12 17
0 137 13 4 15
0 137 14 4 17
0 137 15 15 16
0 137 16 1 8
0 137 17 12 17
0 137 18 8 16
0 137 19 7 8
0 137 20 4 15
0 137 21 15 17
0 137 22 11 17
0 137 23 7 12
0 137 24 3 7
0 137 25 11 17
0 137 26 16 18
0 137 27 15
0 137 28 8 12
0 137 29 16 18
0 137 30 4 7
0 137 31 8 12
0 137 32 4 18
0 137 33 8 17
0 137 34 8 12
0 137 35 15
0 137 36 12 17
0 137 37 15 17
0 137 38 3 7
0 137 39 5 15
0 137 40 6 15
0 137 41 16 18
0 137 43 1 17
0 137 44 5 16
0 137 45 4 6
0 137 46 3 4
0 137 47 3 7
0 137 48 3 7
0 137 49 3 7
0 137 50 18
0 137 51 4 5
0 137 52 1 4 6
0 137 53 5 16
0 137 54 5 6
0 137 55 6 18
0 137 56 11 15
0 137 58 8 16
0 137 59 3 11
0 137 60 3 8
0 137 61 11 15
0 137 62 5 12
0 137 63 4 6
0 137 64 8 15
0 137 65 3 17
0 137 66 5 11
0 137 67 6 16
0 137 68 5 16
0 137 69 6 11
0 137 70 15 18
0 137 71 4 8
0 137 73 16 17
0 137 76 11 12
0 137 77 7 12
0 137 78 7 18
0 137 79 5 11
0 137 80 5 6
0 137 81 4 6
0 137 82 11 16
0 137 83 15 17
0 137 85 11 15
0 137 86 5 18
0 137 87 4 6
0 137 88 1 3
0 137 90 16 18
0 137 91 8 18
0 137 92 7 17
0 137 93 5 12
0 137 94 6 17
0 137 95 17 18
0 138 0 4 15
0 138 1 5 16
0 138 2 6 16
0 138 3 3 18
0 138 4 3 4
0 138 5 1 17
0 138 6 8 17
0 138 7 4 7
0 138 8 1 12
0 138 9 3 18
0 138 10 8 11
0 138 11 4 5
0 138 12 6 7
0 138 13 7 8
0 138 14 17 18
0 138 15 1 16
0 138 16 15 18
0 138 17 16 17
0 138 18 3 8
0 138 19 7
0 138 20 8 15
0 138 21 3 18
0 138 22 7 18
0 138 23 8 15
0 138 24 4 15
0 138 25 3 17
0 138 26 1 11
0 138 27 7 11
0 138 28 17 18
0 138 29 12
0 138 30 12 16
0 138 31 3 11
0 138 32 5 12
0 138 33 6 15
0 138 34 5 11
0 138 35 6
0 138 36 3 16 18
0 138 37 1 3
0 138 38 4 18
0 138 40 17 18
0 138 41 8 18
0 138 42 1 15
0 138 43 17
0 138 44 5 15
0 138 45 6 15
0 138 46 4 16
0 138 47 4 8
0 138 48 4 15
0 138 49 4 5
0 138 50 6 8
0 138 51 5 11
0 138 52 6 17
0 138 53 11 15
0 138 54 11 12
0 138 55 15 16
0 138 56 8 15
0 138 57 17 18
0 138 58 7 12
0 138 59 3 4
0 138 60 1 4
0 138 61 1 7 15
0 138 62 11 18
0 138 63 3 11
0 138 64 3 8
0 138 65 4 18
0 138 66 7 17
0 138 67 15 17
0 138 70 1 5
0 138 71 6 18
0 138 72 3 17
0 138 73 5
0 138 74 6 15
0 138 77 5 15
0 138 78 6 16
0 138 79 3 16
0 138 80 1 15
0 138 81 8 17
0 138 82 3 15
0 138 83 12 16
0 138 84 11 18
0 138 85 3 12
0 138 86 15 18
0 138 87 12
0 138 88 4 12
0 138 89 7 17
0 138 92 1 16
